GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),Acceleration Sensor(Total)(g),Speed (OBD)(km/h),Engine Load(%),Engine Coolant Temperature(°F),Intake Air Temperature(°F),Engine RPM(rpm),Mass Air Flow Rate(g/s),0-100kph Time(s),Intake Manifold Pressure(kpa),0-200kph Time(s),Timing Advance(°),Engine Load(Absolute)(%),Barometer (on Android device)(mb),Trip Time(Since journey start)(s),GPS Satellites,GPS Bearing(°),GPS Altitude(m),Trip time(whilst moving)(s),Trip Distance(km),Trip time(whilst stationary)(s)
Tue Aug 21 18:30:06 MESZ 2012,21-Aug-2012 18:29:12.795,6.999434396273316,50.363607373938976,110.632484,12.0,599.2712050919471,201.3444,0.44336703,1.0302037,-0.12128902,0.31776056,116,14.50980377,219.19999504,105.79999804,4761,108.22000122,34.99599838,0,0,22,0,949.32000732,737,16,201.34440613,599.27120509,714.57598877,18.9051857,22.69300079
Tue Aug 21 18:30:07 MESZ 2012,21-Aug-2012 18:29:13.796,6.999203470200219,50.36337798054698,109.652214,12.0,597.0248565750541,213.72412,0.5227381,1.0565835,-0.43460792,0.29941887,111,9.01960754,219.19999504,103.99999809,4761,108.22000122,34.99599838,0,0,11,0,949.2199707,738,16,213.72412109,597.02485658,715.73602295,18.93553543,22.69300079
Tue Aug 21 18:30:08 MESZ 2012,21-Aug-2012 18:29:14.804,6.998928420357382,50.3631895288035,106.14794,12.0,594.8165582076429,225.99817,0.6525548,0.9806835,-0.64009327,0.28151259,105,9.01960754,219.19999504,103.99999809,4688,89.38999939,34.99599838,0,0,11,0,949.13000488,739,16,225.99816895,594.81655821,716.70599365,18.96421432,22.69300079
Tue Aug 21 18:30:09 MESZ 2012,21-Aug-2012 18:29:15.800,6.99860160366799,50.3630377081387,105.54489,12.0,593.8272039332575,236065,0.55397743,0.9325518,-0.6072342,0.19781584,105,58.4313736,219.19999504,103.99999809,4688,89.38999939,34.99599838,0,0,22.5,0,948.7699585,740,15,236.06500244,593.82720393,717.63598633,18.99295425,22.69300079
Tue Aug 21 18:30:10 MESZ 2012,21-Aug-2012 18:29:16.803,6.998220022889023,50.36292368935909,108.62556,8.0,593.3683736453903,248.68561,0.020363415,0.7687189,-0.0014225567,-0.2644473,112,58.4313736,219.19999504,103.99999809,4962,115.63999939,34.99599838,0,0,22.5,0,948.32995605,741,15,248.68560791,593.36837365,718.57501221,19.02292252,22.69300079
Tue Aug 21 18:30:11 MESZ 2012,21-Aug-2012 18:29:17.801,6.997780656336634,50.36286173293984,111.32075,8.0,593.5453373178121,256.9037,-0.40055764,0.63519967,-0.26522133,-0.15176854,112,10.1960783,219.19999504,102.19999814,4962,115.63999939,34.99599838,0,0,10.5,0,947.91998291,742,15,256.90368652,593.54533732,719.72399902,19.05493546,22.69300079
Tue Aug 21 18:30:12 MESZ 2012,21-Aug-2012 18:29:18.800,6.997322041816428,50.362798518672705,111.32509,8.0,593.8359730995581,253.33353,-0.71781033,1.1139712,-0.10462805,0.22477326,112,59.2156868,219.19999504,102.19999814,5047,117.59999847,34.99599838,0,0,10.5,0,948.07000732,743,15,253.33352661,593.8359731,720.67700195,19.08831787,22.69300079
Tue Aug 21 18:30:13 MESZ 2012,21-Aug-2012 18:29:19.801,6.996928970425114,50.36268104718785,116.01151,8.0,595.2947889052626,239.8116,-0.418607,0.8163878,-0.1673381,-0.02510486,112,59.2156868,219.19999504,102.19999814,5047,117.59999847,34.99599838,0,0,21,0,947.89996338,744,15,239.81159973,595.29478891,721625,19.11918831,22.69300079
Tue Aug 21 18:30:14 MESZ 2012,21-Aug-2012 18:29:20.802,6.99654143810736,50.36251089689402,121.45895,8.0,596.4109044586729,230.37973,-0.24297255,1.0426993,-0.2703122,0.20750777,124,59.60784531,219.19999504,102.19999814,5509,128.66000366,34.99599838,0,0,21,0,947.91998291,745,15,230.37973022,596.41090446,722.58502197,19.15263367,22.69300079
Tue Aug 21 18:30:15 MESZ 2012,21-Aug-2012 18:29:21.803,6.9961665956556915,50.36232412754957,122.96342,8.0,597.1781174452868,227.58984,-0.14022988,0.9760555,-0.22981676,0.03613536,124,59.60784531,219.19999504,100.39999819,5509,96.04000092,34.99599838,0,0,2.5,0,947.70996094,746,15,227.58984375,597.17811745,723.76098633,19.18644142,22.69300079
Tue Aug 21 18:30:16 MESZ 2012,21-Aug-2012 18:29:22.798,6.995811583316719,50.362124215561565,121.200165,8.0,597.338395021023,228.2634,-0.37857437,1.0241872,0.18323658,-0.20808236,131,9.8039217,219.19999504,102.19999814,4218,96.04000092,34.99599838,0,0,2.5,0,947.95996094,747,16,228.26339722,597.33839502,724.70202637,19.22009659,22.69300079
Tue Aug 21 18:30:17 MESZ 2012,21-Aug-2012 18:29:23.797,6.995473807487764,50.361924294639216,119.69272,8.0,597.3630570110604,226.23657,-0.6331171,0.9413451,-0.04029817,-0.07212134,131,9.8039217,219.19999504,102.19999814,4218,95.12999725,34.99599838,0,0,5,0,947.84997559,748,16,226.23657227,597.36305701,725.63299561,19.25284195,22.69300079
Tue Aug 21 18:30:18 MESZ 2012,21-Aug-2012 18:29:24.799,6.995194697620641,50.361654143608874,124.74854,8.0,597.430608134653,213.20709,-0.13560182,0.8409164,-0.3022457,0.07378809,127,59.2156868,219.19999504,102.19999814,4116,95.12999725,34.99599838,0,0,5,0,948.08996582,749,16,213.20709229,597.43060813,726.56298828,19.28886223,22.69300079
Tue Aug 21 18:30:19 MESZ 2012,21-Aug-2012 18:29:25.805,6.99495707079198,50.361360595170154,131.70677,8.0,597.59764859803,206.70529,-0.11246159,0.9506013,-0.19950305,0.35763386,127,59.2156868,219.19999504,102.19999814,4535,103.73999786,34.99599838,0,0,22,0,948.48999023,750,15,206.70529175,597.5976486,727.74200439,19.325634,22.69300079
Tue Aug 21 18:30:20 MESZ 2012,21-Aug-2012 18:29:26.803,6.994725701041451,50.36103015733785,143.27173,12.0,596.459111629861,204.21701,0.3887561,1.7209399,-0.20621371,0.51803267,133,9.8039217,219.19999504,100.39999819,4535,103.73999786,34.99599838,0,0,11,0,948.66998291,751,16,204.2170105,596.45911163,728.41699219,19.36590958,22.69300079
Tue Aug 21 18:30:21 MESZ 2012,21-Aug-2012 18:29:27.804,6.994484413568574,50.3607057535784,141.9898,12.0,595.3816804113446,205.53981,0.7016122,1.1815408,-0.2703122,0.42325819,133,9.8039217,219.19999504,100.39999819,4227,16.10000038,34.99599838,0,0,11,0,949.13995361,752,15,205.53981018,595.38168041,729.61199951,19.40587044,22.69300079
Tue Aug 21 18:30:22 MESZ 2012,21-Aug-2012 18:29:28.803,6.994232902639584,50.360411460686784,134.59285,12.0,593.9625959113266,211.27682,0.4952012,0.9431963,-0.5785402,-0.02168079,141,9.01960754,219.19999504,103.99999809,4227,16.10000038,34.99599838,0,0,22.5,0,949.03997803,753,15,211.27682495,593.96259591,730.77600098,19.44318008,22.69300079
Tue Aug 21 18:30:23 MESZ 2012,21-Aug-2012 18:29:29.806,6.993938291842914,50.360156020371186,127.9553,12.0,593.6651095251034,219.64989,0.4086567,0.9020067,-0.3610219,0.04286412,130,9.01960754,219.19999504,103.99999809,4217,98.41999817,34.99599838,0,0,22.5,0,949.07995605,754,15,219.64988708,593.66510953,731.70501709,19.47849083,22.69300079
Tue Aug 21 18:30:24 MESZ 2012,21-Aug-2012 18:29:30.802,6.993564260827091,50.35992234817254,128.96535,12.0,593.56786504497,228.43314,0.6206213,1.1183679,0.014544206,0.1966783,130,52.94117737,219.19999504,102.19999814,4217,98.41999817,34.99599838,0,0,31,0,948.98999023,755,16,228.43313599,593.56786504,732.61602783,19.51569366,22.69300079
Tue Aug 21 18:30:25 MESZ 2012,21-Aug-2012 18:29:31.801,6.993158638859597,50.359725960870506,127.80877,12.0,593.6147173850555,236.33977,-0.31979817,0.82934636,-0.22865975,-0.03816457,130,52.94117737,219.19999504,102.19999814,3897,15.11999989,34.99599838,0,0,31,0,948.47998047,756,15,236.33976746,593.61471739,733.57202148,19.55189133,22.69300079
Tue Aug 21 18:30:26 MESZ 2012,21-Aug-2012 18:29:32.802,6.992749610577126,50.35954207300906,125.9353,8.0,594.2796355527817,236.86084,-0.05137134,0.99410486,-0.3267744,-0.05347755,130,55.29411697,219.19999504,103.99999809,3897,15.11999989,34.99599838,0,0,22,0,948.69000244,757,16,236.86083984,594.27963555,734.73602295,19.58746719,22.69300079
Tue Aug 21 18:30:27 MESZ 2012,21-Aug-2012 18:29:33.802,6.992325332484144,50.3593552943093,128.4975,8.0,594.5443113448398,235.12848,0.25917074,0.88812256,-0.30409694,0.1663111,128,54.50980377,219.19999504,103.99999809,4207,99.54000092,34.99599838,0,0,22,0,948.70996094,758,16,235.128479,594.54431134,735.71801758,19.6241169,22.69300079
Tue Aug 21 18:30:28 MESZ 2012,21-Aug-2012 18:29:34.806,6.991894775939336,50.359172680865356,127.89658,8.0,594.7060500878853,234.8276,0.44059023,1.1685823,-0.49754938,0.15403296,128,54.50980377,219.19999504,102.19999814,4207,99.54000092,34.99599838,0,0,22,0,948.57995605,759,17,234.8276062,594.70605009,736.56500244,19.66087723,22.69300079
Tue Aug 21 18:30:29 MESZ 2012,21-Aug-2012 18:29:35.807,6.991432762871495,50.359016344338784,133.8024,8.0,594.6332759205764,243.17828,0.5081597,0.87608963,-0.45913658,0.24601917,128,54.50980377,219.19999504,102.19999814,4497,104.08999634,34.99599838,0,0,22.5,0,948.70996094,760,17,243.17828369,594.63327592,737.75598145,19.69807053,22.69300079
Tue Aug 21 18:30:30 MESZ 2012,21-Aug-2012 18:29:36.808,6.990968794404108,50.35886784077153,133.8024,8.0,594.5200536462062,238.9337,-0.09718902,0.88719696,-0.332328,-0.122453,136,58.03921509,219.19999504,100.39999819,4497,104.08999634,34.99599838,0,0,23,0,948.73999023,761,17,238.93370056,594.52005365,738.50598145,19.73498917,22.69300079
Tue Aug 21 18:30:31 MESZ 2012,21-Aug-2012 18:29:37.806,6.990468670698731,50.35873322054451,138.48064,8.0,594.862613396207,241.83629,-0.17355183,1.0156252,-0.23953566,-0.02773209,136,58.03921509,219.19999504,100.39999819,4754,110.94999695,34.99599838,0,0,23,0,948.00994873,762,17,241.83628845,594.8626134,739.70501709,19.77359962,22.69300079
Tue Aug 21 18:30:32 MESZ 2012,21-Aug-2012 18:29:38.810,6.989911849507028,50.35865991703035,139.03716,8.0,595.4352336620409,250.39806,-0.2665756,0.58938205,-0.17983384,-0.24060668,144,59.2156868,219.19999504,98.59999824,4754,110.94999695,34.99599838,0,0,23,0,947.98999023,763,17,250.39805603,595.43523366,740.37402344,19.81405449,22.69300079
Tue Aug 21 18:30:33 MESZ 2012,21-Aug-2012 18:29:39.805,6.989351304481952,50.358580848699795,143.18842,8.0,595.9421683127596,253.37096,-0.17216341,0.83790815,-0.12221463,0.38987887,144,59.2156868,217.39999509,98.59999824,4957,114.87000275,34.99599838,0,0,23,0,947.94995117,764,17,253.37095642,595.94216831,741.56201172,19.85490227,22.69300079
Tue Aug 21 18:30:34 MESZ 2012,21-Aug-2012 18:29:40.804,6.988740927055475,50.3584858582223,149.62509,6.0,595.9140051872276,252.02505,0.15365122,0.97420424,-0.03659573,-0.13207883,153,38.82352829,217.39999509,98.59999824,4957,114.87000275,34.99599838,0,0,16,0,948.00994873,765,17,252.02505493,595.91400519,742.73999023,19.8996048,22.69300079
Tue Aug 21 18:30:35 MESZ 2012,21-Aug-2012 18:29:41.810,6.988146131507656,50.358373180275464,151.21481,6.0,595.5179499361712,251.95856,0.17494023,0.7997268,-0.31936952,-0.00130289,153,38.82352829,217.39999509,98.59999824,4721,17.07999992,34.99599838,0,0,16,0,948.19000244,766,16,251.95855713,595.51794994,743.70697021,19.94374847,22.69300079
Tue Aug 21 18:30:36 MESZ 2012,21-Aug-2012 18:29:42.810,6.987565399502815,50.35826198836706,150.88918,6.0,594.7563793368945,252.01508,0.38459086,0.976981,-0.060661584,0.1274288,153,9.01960754,217.39999509,103.99999809,4721,17.07999992,34.99599838,0,0,11,0,948.38000488,767,17,252.01507568,594.75637934,744.6550293,19.98688507,22.69300079
Tue Aug 21 18:30:37 MESZ 2012,21-Aug-2012 18:29:43.807,6.9870096112087925,50.35816861569023,143.86266,6.0,593.5007490714175,254.97734,0.5470354,1.0265012,-0.14165244,0.12511581,141,9.01960754,217.39999509,103.99999809,4224,16.10000038,34.99599838,0,0,11,0,948.89996338,768,18,254.9773407,593.50074907,745.5960083,20.02777672,22.69300079
Tue Aug 21 18:30:38 MESZ 2012,21-Aug-2012 18:29:44.812,6.986497716073645,50.358119757639614,132.61133,6.0,592.4697770859203,262.27884,0.6590341,1.140814,-0.015306704,0.33911437,141,9.4117651,217.39999509,105.79999804,4224,16.10000038,34.99599838,0,0,10.5,0,949.80999756,769,18,262.27883911,592.46977709,746.54400635,20.06460762,22.69300079
Tue Aug 21 18:30:39 MESZ 2012,21-Aug-2012 18:29:45.804,6.986017594067285,50.35811625464427,118.176025,6.0,591.4633556763862,269.9429,1.079261,0.99549323,-0.74977803,0.4997544,115,52.54901886,217.39999509,105.79999804,3477,11.47999954,34.99599838,0,0,10.5,0,949.64996338,770,18,269.94290161,591.46335568,747.75,20.09877586,22.69300079
Tue Aug 21 18:30:40 MESZ 2012,21-Aug-2012 18:29:46.805,6.98558380866447,50.35816605455917,111.92225,8.0,590.8182387565682,281.19116,0.78445417,1.0144683,-0.6650847,0.37845734,115,52.54901886,217.39999509,105.79999804,3477,11.47999954,34.99599838,0,0,22,0,949.98999023,771,18,281.19116211,590.81823876,748.67199707,20.1301384,22.69300079
Tue Aug 21 18:30:41 MESZ 2012,21-Aug-2012 18:29:47.803,6.985236490902077,50.35831024302074,108.52659,8.0,590.6680365466617,303.18182,-0.12588292,1.0149311,-0.37768292,0.12093408,111,55.29411697,217.39999509,105.79999804,3555,77.76999664,34.99599838,0,0,22,0,949.86999512,772,18,303.18182373,590.66803655,749.60198975,20.15960121,22.69300079
Tue Aug 21 18:30:42 MESZ 2012,21-Aug-2012 18:29:48.804,6.98492417952094,50.35850510348928,110.46383,8.0,590.6770200319844,313.98508,-0.33831036,0.9714274,-0.0065134093,-0.09649491,111,55.29411697,217.39999509,103.99999809,3555,77.76999664,34.99599838,0,0,30.5,0,949.29998779,773,18,313.9850769,590.67702003,750.53601074,20.19064522,22.69300079
Tue Aug 21 18:30:43 MESZ 2012,21-Aug-2012 18:29:49.804,6.984611908982668,50.358688050069595,110.19682,8.0,590.6934456919121,312.51068,-0.5053829,1.1371115,0.14783202,0.28616357,110,9.4117651,217.39999509,103.99999809,4548,22.04999924,34.99599838,0,0,30.5,0,949.08996582,774,16,312.51068115,590.69344569,751.74298096,20.22077751,22.69300079
Tue Aug 21 18:30:44 MESZ 2012,21-Aug-2012 18:29:50.803,6.984290062922438,50.35883661640669,102.98011,8.0,590.9595278428374,301.62555,-0.7511323,0.95708054,0.019866467,0.22712635,110,9.4117651,217.39999509,103.99999809,4548,18.12999916,34.99599838,0,0,2,0,949.16998291,775,16,301.62554932,590.95952784,752.69299316,20.24901962,22.69300079
Tue Aug 21 18:30:45 MESZ 2012,21-Aug-2012 18:29:51.804,6.983968279398679,50.35892260450907,92.96158,8.0,591.2893786833566,286.8932,-0.71850455,0.9774438,-0.08750427,0.28868988,96,57.64706039,217.39999509,105.79999804,3967,18.12999916,34.99599838,0,0,2,0,948.7199707,776,16,286.89318848,591.28937868,753.64398193,20.27383614,22.69300079
Tue Aug 21 18:30:46 MESZ 2012,21-Aug-2012 18:29:52.805,6.983610948669621,50.35892696885449,89.80816,12.0,591.5818992953191,267.33194,-0.6810174,1.0954591,-0.24856035,0.19991726,96,57.64706039,215.59999514,105.79999804,3967,99.54000092,34.99599838,0,0,22,0,948.63000488,777,16,267.3319397,591.5818993,754.63000488,20.29926872,22.69300079
Tue Aug 21 18:30:47 MESZ 2012,21-Aug-2012 18:29:53.804,6.983263953757937,50.358877144236025,94.12592,12.0,592.3583650311978,254.58961,-0.35612833,0.94967556,-0.30340272,0.13396288,96,58.03921509,215.59999514,102.19999814,4231,99.54000092,34.99599838,0,0,22,0,948.13995361,778,16,254.58961487,592.35836503,755.57299805,20.32457542,22.69300079
Tue Aug 21 18:30:48 MESZ 2012,21-Aug-2012 18:29:54.805,6.982929240908651,50.35877673163239,97.26097,8.0,592.9654050856246,244.17953,-0.18327074,0.7900079,-0.22032927,-0.20448186,96,58.03921509,215.59999514,102.19999814,4677,107.87000275,34.99599838,0,0,22,0,948.44000244,779,16,244.17953491,592.96540509,756.76300049,20.35088348,22.69300079
Tue Aug 21 18:30:49 MESZ 2012,21-Aug-2012 18:29:55.805,6.9825906381646625,50.358644191174946,105.64777,8.0,594.3749128613742,237.86285,-0.1814195,0.95661765,-0.27447745,-0.05769239,101,60,215.59999514,102.19999814,4677,107.87000275,34.99599838,0,0,22.5,0,948.16998291,780,16,237.862854,594.37491286,757.46002197,20.37913132,22.69300079
Tue Aug 21 18:30:50 MESZ 2012,21-Aug-2012 18:29:56.805,6.98223834937245,50.358485929411515,112.23301,8.0,595.7373255625712,234.73302,-0.1818823,1.0352944,-0.40961644,0.03817096,101,60,215.59999514,102.19999814,5223,115.63999939,34.99599838,0,0,22.5,0,947.77996826,781,16,234.73301697,595.73732556,758.63500977,20.40976524,22.69300079
Tue Aug 21 18:30:51 MESZ 2012,21-Aug-2012 18:29:57.804,6.981881386191204,50.35831433486506,111.21377,8.0,596.7155457630128,235.28651,0.26148474,1.0519553,0.47665486,0.18722379,112,9.4117651,215.59999514,102.19999814,5223,115.63999939,34.99599838,0,0,11,0,948.53997803,782,17,235.28651428,596.71554576,759.35400391,20.44153976,22.69300079
Tue Aug 21 18:30:52 MESZ 2012,21-Aug-2012 18:29:58.806,6.98154431218721,50.358140567767144,107.46422,12.0,597.3117480015515,231.5303,-0.80018955,1.254664,0.1554683,0.79176897,112,9.4117651,215.59999514,102.19999814,3795,15.75,34.99599838,0,0,11,0,948.82995605,783,17,231.53030396,597.311748,760.53399658,20.47234535,22.69300079
Tue Aug 21 18:30:53 MESZ 2012,21-Aug-2012 18:29:59.806,6.9812390765705725,50.35796899523582,103.13523,12.0,597.5804912684135,228.17378,-1.1158226,1.157475,-0.13239634,0.94399852,109,52.94117737,215.59999514,105.79999804,3795,15.75,34.99599838,0,0,24.5,0,949.0199585,784,17,228.17378235,597.58049127,761.73400879,20.50126076,22.69300079
Tue Aug 21 18:30:54 MESZ 2012,21-Aug-2012 18:30:00.806,6.981108451786026,50.3576969698612,91.620415,12.0,598.7327463242517,202.5997,-1.0625999,0.974667,0.3086567,0.64046592,91,52.94117737,213.79999518,105.79999804,3821,70.69999695,34.99599838,0,0,24.5,0,948.91998291,785,17,202.59970093,598.73274632,762.69396973,20.53291512,22.69300079
Tue Aug 21 18:30:55 MESZ 2012,21-Aug-2012 18:30:01.813,6.981157877603975,50.35749026684661,83.2392,12.0,600.2183909650901,169.22354,-0.6088198,0.6102082,0.5553317,-0.11559291,91,55.68627548,213.79999518,103.99999809,3821,70.69999695,34.99599838,0,0,22.5,0,948.89996338,786,16,169.22354126,600.21839097,763.63201904,20.55617523,22.69300079
Tue Aug 21 18:30:56 MESZ 2012,21-Aug-2012 18:30:02.812,6.981350242348345,50.357291996538265,87.08254,12.0,602.0016263250081,147.06322,-0.14532073,0.9307006,-0.41193047,0.01433402,89,55.68627548,213.79999518,103.99999809,4038,90.79000092,34.99599838,0,0,22.5,0,948.65997314,787,16,147.06321716,602.00162633,764.58502197,20.58213234,22.69300079
Tue Aug 21 18:30:57 MESZ 2012,21-Aug-2012 18:30:03.814,6.981617796825882,50.3570985490166,93.14429,12.0,603.940742443535,140.59645,-0.5252835,0.9880884,-0.22588293,0.03656714,89,58.8235321,213.79999518,103.99999809,4038,90.79000092,34.99599838,0,0,22,0,948.28997803,788,16,140.59645081,603.94074244,765.55700684,20.61086464,22.69300079
Tue Aug 21 18:30:58 MESZ 2012,21-Aug-2012 18:30:04.808,6.9819118348928395,50.35690945120822,99.46844,12.0,605.748096728111,133.35909,-0.43503654,0.95106405,-0.22264327,0.09873051,100,58.8235321,213.79999518,103.99999809,4559,104.08999634,34.99599838,0,0,22,0,948.30999756,789,15,133.35908508,605.74809673,766.71002197,20.64053345,22.69300079
Tue Aug 21 18:30:59 MESZ 2012,21-Aug-2012 18:30:05.806,6.982295434027872,50.35676110000561,105.60587,12.0,608.0469159365548,122.22347,-0.28115398,1.1135085,-0.59288716,0.23424724,100,58.8235321,213.79999518,102.19999814,4559,104.08999634,34.99599838,0,0,22.5,0,948,790,15,122.2234726,608.04691594,767.63299561,20.67243195,22.69300079
Tue Aug 21 18:31:00 MESZ 2012,21-Aug-2012 18:30:06.812,6.982687023199038,50.35662722582116,110.7084,12.0,609.8098388543681,116.18354,-0.27860853,0.91265124,-0.2689238,0.00111149,114,58.4313736,213.79999518,102.19999814,5093,118.79000092,34.99599838,0,0,22.5,0,947.67999268,791,17,116.18354034,609.80983885,768.57202148,20.70402908,22.69300079
Tue Aug 21 18:31:01 MESZ 2012,21-Aug-2012 18:30:07.807,6.983160750680934,50.35652484890957,120.015816,8.0,610.7734051126057,110.543236,-0.26703838,0.99873286,0.05642805,0.32445899,114,58.4313736,213.79999518,100.39999819,5093,22.61000061,34.99599838,0,0,22,0,947.58996582,792,16,110.54323578,610.77340511,769.77600098,20.73961258,22.69300079
Tue Aug 21 18:31:02 MESZ 2012,21-Aug-2012 18:30:08.807,6.9836410788813215,50.35642619954473,125.43188,8.0,610.9733544208003,108.33341,-0.12588292,1.1084176,-0.3508402,0.11238297,126,57.64706039,213.79999518,102.19999814,3981,22.61000061,34.99599838,0,0,22,0,947.70996094,793,16,108.33341217,610.97335442,770.72497559,20.7755127,22.69300079
Tue Aug 21 18:31:03 MESZ 2012,21-Aug-2012 18:30:09.805,6.984115259835447,50.356336240180504,126.997215,8.0,611.0403916653697,106.34592,0.32812867,1.0283524,-0.026414022,-0.07928189,126,57.64706039,213.79999518,102.19999814,3981,15.89000034,34.99599838,0,0,22.5,0,947.57000732,794,16,106.34591675,611.04039167,771.65002441,20.810709,22.69300079
Tue Aug 21 18:31:04 MESZ 2012,21-Aug-2012 18:30:10.811,6.984612998442039,50.35625239265211,127.64134,8.0,611.3899095763431,106.30961,0.46234208,0.9934106,0.036064632,0.37332597,127,8.62745094,213.79999518,103.99999809,3726,15.89000034,34.99599838,0,0,22.5,0,948.09997559,795,17,106.30960846,611.38990958,772.62097168,20.84733772,22.69300079
Tue Aug 21 18:31:05 MESZ 2012,21-Aug-2012 18:30:11.808,6.985036264438695,50.35616956395171,108.04574,8.0,612.0539076247511,109.797874,0.70253783,0.83860236,-0.59982926,0.3244307,127,8.62745094,213.79999518,103.99999809,3726,107.51999664,34.99599838,0,0,1.5,0,947.92999268,796,16,109.79787445,612.05390762,773.59301758,20.87883759,22.69300079
Tue Aug 21 18:31:06 MESZ 2012,21-Aug-2012 18:30:12.809,6.985406816158121,50.356060175127766,104.14597,8.0,612.2373482753018,117.56382,0.31725273,0.6768521,-0.6039945,0.0760609,107,58.4313736,213.79999518,103.99999809,4638,107.51999664,34.99599838,0,0,1.5,0,947.39996338,797,16,117.56381989,612.23734828,774.57098389,20.90787888,22.69300079
Tue Aug 21 18:31:07 MESZ 2012,21-Aug-2012 18:30:13.807,6.98572932350041,50.355906643098955,105.662994,8.0,612.286988138657,123.606316,0.40356585,1.0343689,-0.4535829,0.35454914,107,58.4313736,-30.99999833,103.99999809,4913,115.15000153,34.99599838,0,0,22.5,0,947.10998535,798,17,123.60631561,612.28698814,775.77801514,20.9364872,22.69300079
Tue Aug 21 18:31:08 MESZ 2012,21-Aug-2012 18:30:14.807,6.985986048168561,50.35569235597678,107.69425,8.0,612.2632426802393,139.33379,0.51880425,0.894139,-0.6313,0.18614851,112,59.2156868,-30.99999833,102.19999814,4913,115.15000153,34.99599838,0,0,22,0,946.72998047,799,17,139.33378601,612.26324268,776.4420166,20.96652031,22.69300079
Tue Aug 21 18:31:09 MESZ 2012,21-Aug-2012 18:30:15.807,6.9861842779156795,50.35544922642966,112.17593,8.0,611.9618710826954,151.41762,0.18928719,0.891825,-0.38879025,-0.14819767,112,59.2156868,215.59999514,102.19999814,4778,122.36000061,34.99599838,0,0,22,0,946.42999268,800,15,151.4176178,611.96187108,777.64001465,20.99702263,22.69300079
Tue Aug 21 18:31:10 MESZ 2012,21-Aug-2012 18:30:16.811,6.986334397462786,50.35517574531352,114.75481,8.0,611.6920949332402,158.46521,0.42716885,0.9103372,-0.13008232,-0.00489622,116,32.94117737,215.59999514,102.19999814,4778,122.36000061,34.99599838,0,0,30,0,946.48999023,801,15,158.46520996,611.69209493,778.78100586,21.02926445,22.69300079
Tue Aug 21 18:31:11 MESZ 2012,21-Aug-2012 18:30:17.808,6.986442581779134,50.35489719611415,116.43449,8.0,611.0162153907083,165681,0.59794384,0.87747806,-0.39804634,0.38452792,117,32.94117737,215.59999514,102.19999814,3554,11.97000027,34.99599838,0,0,30,0,946.72998047,802,14,165.68099976,611.01621539,779.75201416,21.06119156,22.69300079
Tue Aug 21 18:31:12 MESZ 2012,21-Aug-2012 18:30:18.809,6.98649005948212,50.35461264780711,114.102295,8.0,610.1313172820761,174.88536,0.58174574,0.91704786,-0.31589848,0.02165788,117,51.37255096,215.59999514,105.79999804,3554,11.97000027,34.99599838,0,0,22.5,0,946.88995361,803,14,174.88536072,610.13131728,780.65802002,21.0930233,22.69300079
Tue Aug 21 18:31:13 MESZ 2012,21-Aug-2012 18:30:19.808,6.986412395254486,50.354310619752596,115.34936,12.0,609.4782221314975,184.71129,0.7844542,0.89622164,-0.8316945,0.43589759,116,51.37255096,215.59999514,105.79999804,3796,60.20000076,34.99599838,0,0,22.5,0,947.14996338,804,14,184.71128845,609.47822213,781.59301758,21.12707138,22.69300079
Tue Aug 21 18:31:14 MESZ 2012,21-Aug-2012 18:30:20.810,6.98623514861031,50.35401038356707,121.277306,12.0,609.2733098150985,199.87846,0.71410793,1.3675884,-0.60954815,0.75532919,116,56.07843399,215.59999514,103.99999809,3796,60.20000076,34.99599838,0,0,22.5,0,947.33996582,805,13,199.87846375,609.27330982,782.74700928,21.16277122,22.69300079
Tue Aug 21 18:31:15 MESZ 2012,21-Aug-2012 18:30:21.809,6.985985561387788,50.353730263797736,124.45628,12.0,609.2311827741391,212.24377,0.64838964,1.1491445,-0.5942756,0.47880408,126,58.4313736,215.59999514,103.99999809,4123,96.31999969,34.99599838,0,0,22.5,0,946.57995605,806,14,212.24377441,609.23118277,783.71099854,21.19863701,22.69300079
Tue Aug 21 18:31:16 MESZ 2012,21-Aug-2012 18:30:22.809,6.985602605936611,50.35350533631564,126.760414,16.0,608.3968548761698,225.89853,0.33044267,0.8936762,-0.40869084,0.01698256,126,58.4313736,217.39999509,102.19999814,4123,96.31999969,34.99599838,0,0,22.5,0,946.69995117,807,13,225.89852905,608.39685488,784.63299561,21.23563385,22.69300079
Tue Aug 21 18:31:17 MESZ 2012,21-Aug-2012 18:30:23.809,6.9851898630607225,50.353295220422936,129.45888,12.0,608.3309144122827,234.72795,-0.0013884157,1.0362202,-0.27956828,-0.08761521,133,58.03921509,217.39999509,102.19999814,4299,99.88999939,34.99599838,0,0,22.5,0,946.10998535,808,13,234.72795105,608.33091441,785.58099365,21.27317238,22.69300079
Tue Aug 21 18:31:18 MESZ 2012,21-Aug-2012 18:30:24.813,6.9846788985475685,50.3531130914205,133.7296,12.0,608.0549290608564,237.99649,-0.01041311,0.93579143,-0.2999317,-0.02355476,133,58.03921509,217.39999509,102.19999814,4299,104.08999634,34.99599838,0,0,22,0,946.23999023,809,13,237.99649048,608.05492906,786.76000977,21.31480026,22.69300079
